StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q2,Q3,Q4,Q4_11_TEXT,Q5,Q6,Q6_5_TEXT,Q7,Q7A,Q17,Q7B,Q7B_3_TEXT,Q11_1,Q8,Q9,Q9_5_TEXT,Q10,Q12,Q12A,Q13,Q13A,Q20,Q22,Q8 - Topics
11/30/2016 7:44,11/30/2016 7:47,IP Address,130.132.173.182,100,192,TRUE,11/30/2016 7:47,R_1CEjSNXwieiM1TG,,,,,41.30940247,-72.9240036,anonymous,Walk,Walk,Walk,Walk,I don't travel during this time,Walk,Home to work,Work to elsewhere,Work to home,Home to work,I don't travel during this time,Work to home,,Mansfield/Yale Health area,Hillhouse area,,Mansfield,"Shuttle access,Improve lighting,Security presence,Other (please specify)","Please put more Security on Mansfield, it's like being Arnie in Predator at times",No,,,Don't feel safe biking in traffic,,9,More frequent,"No, I wouldn't be interested",,No,No,,No,,Yes,Yes,Unknown
11/30/2016 7:43,11/30/2016 7:47,IP Address,130.132.173.147,100,250,TRUE,11/30/2016 7:47,R_3hcrxe314JfwwOF,,,,,41.30940247,-72.9240036,anonymous,Uber/taxi,Fixed route shuttle,Fixed route shuttle,Door-to-door shuttle,I don't travel during this time,Uber/taxi,Home to work,Work to elsewhere,Work to elsewhere,Work to home,,,,Downtown,Hillhouse area,,,,,No,,,Nowhere to store bike (i.e. bike racks),,5,Increase frequency of Weekend Blue,"No, I wouldn't be interested",,"Yes, I’ve heard of it",No,,No,,Yes,Yes,Unknown
11/30/2016 7:46,11/30/2016 7:49,IP Address,130.132.173.5,100,182,TRUE,11/30/2016 7:49,R_28UlUpq4dSkk152,,,,,41.30940247,-72.9240036,anonymous,Bike,Bike,Bike,Bike,Door-to-door shuttle,Bike,Home to work,,,Work to home,,,,East Rock,Hillhouse area,,,,,Yes,,,,,10,,"I already use CT transit,Yale provided graduate students with cheaper/free passes",,No,No,,No,,No,Yes,
11/30/2016 7:43,11/30/2016 7:52,IP Address,130.132.173.113,100,522,TRUE,11/30/2016 7:52,R_3sbJNQ5kDM1Sdpz,,,,,41.30940247,-72.9240036,anonymous,Fixed route shuttle,Bike,Bike,Bike,Bike,Fixed route shuttle,Home to work,Work to elsewhere,Work to elsewhere,Work to home,I don't travel during this time,Home to elsewhere,"CT transit,To-door shuttle (Law/Med)",East Rock,"Hillhouse area,Prospect,Cross campus",,,,,Yes,,,,,5,App should work on older operating systems (IPhone 4),"Yale provided graduate students with cheaper/free passes,Yale groups hosted off-campus events that could be reached by CT transit",,No,No,,No,,No,Yes,Unknown
11/30/2016 7:49,11/30/2016 7:55,IP Address,130.132.173.25,100,332,TRUE,11/30/2016 7:55,R_BEvrXeplKDQdKaR,,,,,41.30940247,-72.9240036,anonymous,Walk,Walk,Walk,Walk,Walk,Walk,Home to elsewhere,Work to elsewhere,Work to elsewhere,Work to home,I don't travel during this time,Home to elsewhere,,Mansfield/Yale Health area,"Science Hill,Hillhouse area",,"I do not feel safe in new haven at all, but especially prospect between sachem and edwards","Shuttle access,Security presence",,Yes,,,,,5,better early morning coverage; route that runs in both directions on prospect (not red one way and blue the other),"No, I wouldn't be interested",,No,No,,No,,Yes,Yes,Unknown
11/30/2016 8:01,11/30/2016 8:04,IP Address,71.234.232.81,100,207,TRUE,11/30/2016 8:04,R_1jE7TdaZBvZD0Y9,,,,,41.30940247,-72.9240036,anonymous,Walk,Walk,Walk,Car,Door-to-door shuttle,Car,Home to work,Work to home,Work to home,Home to elsewhere,Home to elsewhere,Home to elsewhere,,East Rock,Hillhouse area,,The walkway that runs by the som from Whitney to orange,Security presence,,No,,,Don't feel safe biking in traffic,,14,"Faster pick up times, being able to cancel it if plans change ","No, I wouldn't be interested",,No,No,,No,,No,No,Unknown
11/30/2016 8:14,11/30/2016 8:16,IP Address,130.132.173.241,100,146,TRUE,11/30/2016 8:16,R_2PcAmHReiFmVtlj,,,,,41.30940247,-72.9240036,anonymous,Walk,Walk,Walk,Walk,Uber/taxi,Uber/taxi,Home to work,Work to elsewhere,Work to elsewhere,Home to work,Home to elsewhere,Home to elsewhere,CT transit,East Rock,Hillhouse area,,dark path beside SOM,"Improve lighting,Security presence,Blue light",,No,,,Don't feel safe biking in traffic,,4,,"No, I wouldn't be interested",,"Yes, I’ve heard of it",No,,No,,No,Yes,
11/30/2016 8:16,11/30/2016 8:21,IP Address,130.132.173.42,100,297,TRUE,11/30/2016 8:21,R_1DMihhuYmfZWHPp,,,,,41.30940247,-72.9240036,anonymous,Fixed route shuttle,Walk,Fixed route shuttle,Door-to-door shuttle,I don't travel during this time,Car,Home to work,Work to elsewhere,Work to home,Home to elsewhere,I don't travel during this time,Home to elsewhere,To-door shuttle (Law/Med),Prospect Hill,Hillhouse area,,Walking up Prospect st at night up to Whitehall apartments (Corner of Starr),"Shuttle access,Improve lighting,Security presence",,No,,,Due to weather considerations,,15,"Red shuttle in the morning (around 9am) and Blue shuttle in evening (around 5pm) are too crowded so we do not have space to board. Very problematic, as we have to wait in the cold another 20 minutes for next shuttle and even then there is no guarantee we could board. Please increase number of shuttles during peak hours.","No, I wouldn't be interested",,"Yes, I have the app but don’t use it",No,,No,,No,Yes,Unknown
11/30/2016 8:19,11/30/2016 8:27,IP Address,107.77.226.80,100,450,TRUE,11/30/2016 8:27,R_e4mzeSOUPdFwWYN,,,,,40.77619934,-73.95480347,anonymous,Fixed route shuttle,Walk,Walk,Car,Car,Car,Home to work,Home to work,Home to work,Home to elsewhere,Home to elsewhere,Home to elsewhere,To-door shuttle (Law/Med),Downtown,"York St.,Hillhouse area",,It does not feel too safe near NHV green,"Improve lighting,Security presence,Other (please specify)",Less homeless people on the green,No,,,"Nowhere to store bike (i.e. bike racks),Due to weather considerations,Don't feel safe biking in traffic",,,,Yale provided graduate students with cheaper/free passes,,"Yes, I’ve heard of it",No,,No,,No,No,
11/30/2016 8:43,11/30/2016 8:46,IP Address,130.132.173.229,100,210,TRUE,11/30/2016 8:46,R_pz0sHBgSXoBzPmV,,,,,41.30940247,-72.9240036,anonymous,Fixed route shuttle,Walk,Walk,Fixed route shuttle,Door-to-door shuttle,,Home to work,Work to elsewhere,Work to elsewhere,Work to home,Work to home,Home to work,To-door shuttle (Law/Med),East Rock,"Hillhouse area,Whitney/Temple (includes SOM),Cross campus",,,,,No,,,"Due to weather considerations,Because bikes are expensive",,20,,"No, I wouldn't be interested",,No,No,,No,,No,Yes,
11/30/2016 8:03,11/30/2016 8:49,IP Address,130.132.173.109,100,2717,TRUE,11/30/2016 8:49,R_2Sd8OnZ2zo3IJXo,,,,,41.30940247,-72.9240036,anonymous,Fixed route shuttle,Walk,Walk,Walk,,,Home to work,Work to elsewhere,Home to elsewhere,Home to elsewhere,Home to elsewhere,Home to elsewhere,To-door shuttle (Law/Med),Downtown,"York St.,Hillhouse area,Prospect",,,,,No,,,"Due to weather considerations,Don't feel safe biking in traffic",,15,Faster door-to-door service,"No, I wouldn't be interested",,"Yes, I have the app but don’t use it",No,,No,,No,Yes,Unknown
11/30/2016 8:46,11/30/2016 8:51,IP Address,130.132.173.139,100,294,TRUE,11/30/2016 8:51,R_2ZEzMtdmToCsXOI,,,,,41.30940247,-72.9240036,anonymous,Bike,Bike,Bike,Bike,I don't travel during this time,Bike,Home to work,Work to home,Work to home,Home to elsewhere,I don't travel during this time,Home to elsewhere,To-door shuttle (Law/Med),East Rock,Hillhouse area,,no,,,Yes,,,,,20,the shuttle stop at Edwards/Orange is ambiguous,"Yale provided graduate students with cheaper/free passes,Yale provided incentives for using CT transit instead of a car",,"Yes, I have the app but don’t use it",No,,No,,No,Yes,Unknown
11/30/2016 8:45,11/30/2016 8:52,IP Address,130.132.173.160,100,411,TRUE,11/30/2016 8:52,R_2zOdWXGSqNGI1Bs,,,,,41.30940247,-72.9240036,anonymous,Fixed route shuttle,Walk,I don't travel during this time,Walk,I don't travel during this time,Walk,Home to work,Work to elsewhere,I don't travel during this time,Work to home,I don't travel during this time,Home to elsewhere,"Door to door shuttle,To-door shuttle (Law/Med)",Dwight,Hillhouse area,,400 Block on George St,"Improve lighting,Security presence,Blue light",,No,,,"Nowhere to store bike (i.e. bike racks),Due to weather considerations,Because bikes are expensive",,7,"Stricter leaving time schedules. Hard to estimate when the shuttle will leave. For example, have shuttles start route every 15 minutes.

At my previous university (University of Chicago), shuttle would stop at any street corner given that a cord was pulled. This system worked well and would ensure that people are dropped off close to their work/home.","No, I wouldn't be interested",,No,No,,No,,No,Yes,Unknown
11/30/2016 8:49,11/30/2016 8:54,IP Address,73.238.148.158,100,286,TRUE,11/30/2016 8:54,R_3eymKJfUNN0cP35,,,,,41.30940247,-72.9240036,anonymous,Walk,Walk,Walk,Door-to-door shuttle,I don't travel during this time,Walk,Home to work,Work to elsewhere,Work to elsewhere,Work to home,I don't travel during this time,Home to elsewhere,To-door shuttle (Law/Med),Downtown,Hillhouse area,,Howe street,Shuttle access,,No,,,Due to weather considerations,,10,New shuttle routes near howe and dwight street would be great,Yale provided graduate students with cheaper/free passes,,No,No,,No,,No,Yes,Unknown
11/30/2016 8:57,11/30/2016 8:59,IP Address,73.234.158.33,100,149,TRUE,11/30/2016 8:59,R_1DP82Kiz1jZyxIw,,,,,41.30940247,-72.9240036,anonymous,Walk,Walk,Walk,Walk,Walk,Walk,Home to work,I don't travel during this time,I don't travel during this time,Work to elsewhere,I don't travel during this time,Home to elsewhere,,Mansfield/Yale Health area,Hillhouse area,,,,,No,,,Because the commute is too short/long,,10,,Yale provided graduate students with cheaper/free passes,,No,No,,No,,No,Yes,
11/30/2016 9:06,11/30/2016 9:08,IP Address,130.132.173.182,100,86,TRUE,11/30/2016 9:08,R_9yRfFuQSBJhRg4h,,,,,41.30940247,-72.9240036,anonymous,Car,Walk,Walk,Walk,Car,Car,Home to work,,Work to elsewhere,Work to home,Work to home,Home to elsewhere,,Hamden,"Science Hill,Hillhouse area,Prospect",,no,Improve lighting,,No,,,Due to weather considerations,,10,,"No, I wouldn't be interested",,"Yes, I have the app but don’t use it",No,,No,,No,Yes,
11/30/2016 9:05,11/30/2016 9:08,IP Address,130.132.173.29,100,176,TRUE,11/30/2016 9:08,R_qJzSEevo0QSe8bn,,,,,41.30940247,-72.9240036,anonymous,Walk,Walk,Walk,Door-to-door shuttle,Door-to-door shuttle,Door-to-door shuttle,Home to work,Home to work,Work to home,Home to elsewhere,Home to elsewhere,Home to elsewhere,To-door shuttle (Law/Med),Downtown,"York St.,Cross campus,Old campus",,"Generally anywhere not on campus at night, although East Rock feels safe. ","Shuttle access,Improve lighting,Security presence",,No,,,"Because the commute is too short/long,Due to weather considerations,Because bikes are expensive",,20,,Yale provided graduate students with cheaper/free passes,,No,No,,No,,Yes,Yes,
11/30/2016 9:06,11/30/2016 9:09,IP Address,24.126.208.117,100,189,TRUE,11/30/2016 9:09,R_vvHmGXFNA6E4UX7,,,,,33.52149963,-84.35379791,anonymous,Fixed route shuttle,Fixed route shuttle,Fixed route shuttle,Door-to-door shuttle,Door-to-door shuttle,Uber/taxi,Home to work,Work to elsewhere,Work to home,Home to elsewhere,Home to elsewhere,Home to elsewhere,To-door shuttle (Law/Med),East Rock,"York St.,Other (please specify),Hillhouse area,Whitney/Temple (includes SOM),Cross campus,Old campus",Stop and Shop,,,,No,,,"Due to weather considerations,Don't feel safe biking in traffic",,25,Improve app so we can set alerts,"Yale provided graduate students with cheaper/free passes,Yale groups hosted off-campus events that could be reached by CT transit,Yale provided incentives for using CT transit instead of a car",,No,No,,No,,Yes,Yes,Unknown
11/30/2016 9:06,11/30/2016 9:10,IP Address,130.132.173.135,100,245,TRUE,11/30/2016 9:10,R_2Ev0ry5KpCkSXlN,,,,,41.30940247,-72.9240036,anonymous,Bike,Bike,Bike,Bike,I don't travel during this time,Bike,Home to work,Work to elsewhere,Work to elsewhere,Work to home,I don't travel during this time,Home to work,To-door shuttle (Law/Med),East Rock,Med campus,,,Improve lighting,,Yes,,,,,15,,Yale provided graduate students with cheaper/free passes,,No,No,,No,,No,Yes,
11/30/2016 9:08,11/30/2016 9:11,IP Address,130.132.20.251,100,204,TRUE,11/30/2016 9:11,R_3NJsURELfmQ8hvC,,,,,41.30940247,-72.9240036,anonymous,Walk,Walk,Walk,Door-to-door shuttle,Door-to-door shuttle,Car,Home to work,I don't travel during this time,Work to home,Home to elsewhere,I don't travel during this time,Home to elsewhere,To-door shuttle (Law/Med),East Rock,Hillhouse area,,,,,No,,,Because the commute is too short/long,,5,The blue line that runs during the day should go through East Rock instead of Whitney Ave,Yale provided graduate students with cheaper/free passes,,No,No,,No,,No,Yes,Unknown
11/30/2016 9:06,11/30/2016 9:11,IP Address,130.132.173.234,100,321,TRUE,11/30/2016 9:11,R_2dzl4X6LcBwEMgA,,,,,41.30940247,-72.9240036,anonymous,Bike,Walk,Bike,Car,I don't travel during this time,Car,Home to work,Work to elsewhere,Work to home,Home to elsewhere,I don't travel during this time,Home to elsewhere,,East Rock,Hillhouse area,,Biking on Whitney Ave,"Improve lighting,Other (please specify)",Bike lanes on Whitney Ave,Yes,,,,,3,More orange line shuttles are needed at peak travel times (8:30-930am and 4-6pm),"Yale provided graduate students with cheaper/free passes,Yale provided incentives for using CT transit instead of a car",,"Yes, I have the app but don’t use it",No,,No,,Yes,Yes,Unknown
11/30/2016 9:07,11/30/2016 9:12,IP Address,130.132.173.104,100,270,TRUE,11/30/2016 9:12,R_3MhrSwOzHBKKFH4,,,,,41.30940247,-72.9240036,anonymous,Other,Other,Other,Other,Door-to-door shuttle,Fixed route shuttle,Work to home,I don't travel during this time,I don't travel during this time,Work to elsewhere,Work to home,Home to elsewhere,To-door shuttle (Law/Med),Mansfield/Yale Health area,Hillhouse area,,Mansfield St. (heard of too many incidents),Other (please specify),"All of the above is present there, but they're not always there, and I still don't always feel safe walking/skateboard/biking in that area.",No,,,"Other (please specify),Because bikes are expensive",I skateboard to work.,12,,"Yale provided graduate students with cheaper/free passes,Yale groups hosted off-campus events that could be reached by CT transit,Yale provided incentives for using CT transit instead of a car",,No,No,,No,,No,Yes,
11/30/2016 9:06,11/30/2016 9:13,IP Address,130.132.173.179,100,403,TRUE,11/30/2016 9:13,R_3gRRnyKscmUBse0,,,,,41.30940247,-72.9240036,anonymous,Walk,Walk,Walk,Fixed route shuttle,Uber/taxi,Uber/taxi,Home to work,I don't travel during this time,Work to home,Work to elsewhere,Prefer not to answer,Home to elsewhere,To-door shuttle (Law/Med),Other,Hillhouse area,,No,Improve lighting,,No,,,Because the commute is too short/long,,5,,"No, I wouldn't be interested",,No,No,,No,,Yes,No,
11/30/2016 9:08,11/30/2016 9:13,IP Address,130.132.173.88,100,313,TRUE,11/30/2016 9:13,R_3RmH09retrKypTL,,,,,41.30940247,-72.9240036,anonymous,Walk,Walk,Walk,Bike,Door-to-door shuttle,Bike,Home to elsewhere,Work to elsewhere,Work to home,Home to elsewhere,I don't travel during this time,Home to work,To-door shuttle (Law/Med),Prospect Hill,Hillhouse area,,No lights near cssi library towards hillhouse avenue. Lots of steps which can go unseen,Improve lighting,,Yes,,,,,15,,"Yale provided graduate students with cheaper/free passes,Yale provided incentives for using CT transit instead of a car",,No,No,,No,,No,Yes,
11/30/2016 9:07,11/30/2016 9:14,IP Address,71.235.102.35,100,368,TRUE,11/30/2016 9:14,R_38ClG45w5xfZjZn,,,,,41.30940247,-72.9240036,anonymous,Walk,Bike,Walk,Walk,Door-to-door shuttle,Other,Home to elsewhere,Work to elsewhere,Work to home,Home to elsewhere,,,To-door shuttle (Law/Med),Downtown,Hillhouse area,,,Other (please specify),Please have the orange line run at noon,Yes,,,,,10,Have the orange line run at noon,Yale provided incentives for using CT transit instead of a car,,No,No,,No,,No,Yes,Unknown
11/30/2016 9:06,11/30/2016 9:14,IP Address,130.132.173.40,100,502,TRUE,11/30/2016 9:14,R_210qHMCzw9zFSGV,,,,,41.30940247,-72.9240036,anonymous,Walk,Walk,Fixed route shuttle,Walk,Fixed route shuttle,Fixed route shuttle,Home to elsewhere,Work to elsewhere,Work to elsewhere,Work to home,Work to home,Work to home,,Downtown,"Hillhouse area,Med campus",,Med campus,Shuttle access,,No,,,Because bikes are expensive,,10,"1. Rider/Trans-Loc routes are inaccurate. I have waited at stations where I waved down the bus driver and he/she said it was not a stop. 

2. some buses on the same route do not stop at the same stops. For example, getting to union station around 9/10 PM is miserable. I will have to take two separate blue line shuttles because they are not taking the same route. 

3. A lot of the bus stops are not marked. I have no idea where to stand to wait for the bus when I take it the first time. The fear of not standing at exactly the right place when bus comes makes me not want to take the bus. Please fix this.",Yale provided graduate students with cheaper/free passes,,No,No,,No,,Yes,Yes,Unknown
11/30/2016 9:12,11/30/2016 9:15,IP Address,130.132.173.50,100,176,TRUE,11/30/2016 9:15,R_3egYz6mZttBhDXP,,,,,41.30940247,-72.9240036,anonymous,Walk,Walk,Walk,Uber/taxi,Uber/taxi,Car,Home to work,Work to elsewhere,Work to home,Home to elsewhere,Home to elsewhere,Home to elsewhere,To-door shuttle (Law/Med),Downtown,"Prospect,Med campus",,Church St between frontage rd and Amistad st,"Improve lighting,Security presence",,No,,,"Because the commute is too short/long,Due to weather considerations,Don't feel safe biking in traffic",,8,,"No, I wouldn't be interested",,No,No,,No,,No,Yes,
11/30/2016 8:22,11/30/2016 9:15,IP Address,130.132.173.45,100,3212,TRUE,11/30/2016 9:15,R_3OrAeLI5Jrqr2E8,,,,,41.30940247,-72.9240036,anonymous,Fixed route shuttle,Fixed route shuttle,,,,,Home to work,Home to work,,,,,,Downtown,Hillhouse area,,,,,Yes,,,,,12,,,,No,No,,No,,No,Yes,
